科类方向代码,科类方向名称,院校代码,院校名称,专业代码,专业名称,计划数,综合分,位次号
B,美术与设计类,6204,兰州大学,20,环境设计(中外合作办学),8,568,B-03043
Cc,音乐类音乐教育器乐主项,1161,中国戏曲学院,18,作曲与作曲技术理论（音乐制作）,1,568,Cc00165
Ea,表(导)演类戏剧影视表演方向,2160,沈阳音乐学院,51,表演（歌舞剧）,2,568,Ea00196
B,美术与设计类,16,浙江财经大学,33,视觉传达设计,52,567,B-03080
B,美术与设计类,27,浙江传媒学院,12,设计学类,20,567,B-03126
B,美术与设计类,27,浙江传媒学院,14,戏剧影视美术设计,11,567,B-03064
B,美术与设计类,1110,北京服装学院,6,艺术与科技,6,567,B-03110
B,美术与设计类,3288,苏州科技大学,22,视觉传达设计,2,567,B-03095
B,美术与设计类,4021,湖北美术学院,8,戏剧影视美术设计,1,567,B-03081
B,美术与设计类,4021,湖北美术学院,23,艺术设计学,1,567,B-03067
B,美术与设计类,6125,西安建筑科技大学,34,设计学类,2,567,B-03108
B,美术与设计类,8,浙江理工大学,34,视觉传达设计(中外合作办学)（中美合作）,50,566,B-03270
B,美术与设计类,11,浙江农林大学,41,数字媒体艺术,85,566,B-03275
B,美术与设计类,3276,南通大学,20,视觉传达设计,4,566,B-03293
B,美术与设计类,3642,景德镇陶瓷大学,20,数字媒体艺术,3,566,B-03212
B,美术与设计类,3705,济南大学,20,美术学(师范),3,566,B-03225
B,美术与设计类,4011,湖北大学,10,设计学类,5,566,B-03268
B,美术与设计类,4014,湖北工业大学,4,视觉传达设计,3,566,B-03249
B,美术与设计类,4014,湖北工业大学,5,产品设计,3,566,B-03251
B,美术与设计类,4021,湖北美术学院,17,陶瓷艺术设计,2,566,B-03200
B,美术与设计类,4021,湖北美术学院,18,工艺美术,3,566,B-03193
B,美术与设计类,4305,长沙理工大学,3,视觉传达设计,2,566,B-03215
B,美术与设计类,5131,四川师范大学,45,视觉传达设计,3,566,B-03297
Ea,表(导)演类戏剧影视表演方向,4518,广西艺术学院,20,表演（舞台影视表演）,2,566,Ea00217
Ec,表(导)演类戏剧影视导演方向,3771,青岛电影学院,2,戏剧影视导演,3,566,Ec00266
G,播音与主持类,6215,西北师范大学,26,播音与主持艺术,2,566,G-00275
B,美术与设计类,11,浙江农林大学,39,视觉传达设计,51,565,B-03434
B,美术与设计类,1235,天津外国语大学,31,数字媒体艺术,1,565,B-03371
B,美术与设计类,3159,上海应用技术大学,11,环境设计,2,565,B-03420
B,美术与设计类,3288,苏州科技大学,21,美术学,2,565,B-03423
B,美术与设计类,4433,汕头大学,17,艺术设计学,3,565,B-03358
B,美术与设计类,5131,四川师范大学,52,产品设计,3,565,B-03335
Ca,音乐类音乐表演器乐方向,4093,中国地质大学(武汉),33,音乐学（器乐）,2,565,Ca00218
Cb,音乐类音乐表演声乐方向,3646,南昌大学,4,音乐学（声乐）,2,565,Cb00187
Ea,表(导)演类戏剧影视表演方向,5165,四川电影电视学院,4,表演,1,565,Ea00230
G,播音与主持类,3103,上海视觉艺术学院,13,播音与主持艺术,6,565,G-00284
B,美术与设计类,21,湖州师范学院,6,美术学(师范),18,564,B-03585
B,美术与设计类,2163,鲁迅美术学院,21,美术学,2,564,B-03466
B,美术与设计类,3159,上海应用技术大学,10,视觉传达设计,4,564,B-03533
B,美术与设计类,3607,江西财经大学,3,数字媒体艺术,5,564,B-03534
B,美术与设计类,4021,湖北美术学院,16,产品设计（展示设计）,3,564,B-03518
B,美术与设计类,4070,武汉纺织大学,3,服装与服饰设计,2,564,B-03583
B,美术与设计类,5027,重庆师范大学,23,美术学(师范),5,564,B-03453
B,美术与设计类,6132,西安美术学院,13,环境设计,5,564,B-03482
Cb,音乐类音乐表演声乐方向,3145,上海师范大学,3,音乐表演(中外合作办学),2,564,Cb00203
Ea,表(导)演类戏剧影视表演方向,1420,山西传媒学院,2,表演,4,564,Ea00240
G,播音与主持类,4308,长沙学院,30,播音与主持艺术,2,564,G-00290
B,美术与设计类,5,宁波大学,63,服装与服饰设计(中外合作办学)（中法合作）,26,563,B-03625
B,美术与设计类,8,浙江理工大学,33,服装与服饰设计(中外合作办学)（中美合作）,50,563,B-03610
B,美术与设计类,13,中国计量大学,40,视觉传达设计,150,563,B-03659
B,美术与设计类,24,温州大学,26,视觉传达设计,20,563,B-03679
B,美术与设计类,3120,上海工程技术大学,15,服装与服饰设计,2,563,B-03608
B,美术与设计类,3159,上海应用技术大学,12,产品设计,2,563,B-03734
B,美术与设计类,3222,常州大学,4,视觉传达设计,3,563,B-03711
B,美术与设计类,3607,江西财经大学,4,数字媒体艺术（VR艺术设计）,3,563,B-03745
B,美术与设计类,3642,景德镇陶瓷大学,21,艺术与科技,2,563,B-03722
B,美术与设计类,4021,湖北美术学院,6,公共艺术,1,563,B-03635
B,美术与设计类,4067,武汉科技大学,14,设计学类,13,563,B-03642
B,美术与设计类,4070,武汉纺织大学,2,数字媒体艺术,2,563,B-03682
B,美术与设计类,5109,成都大学,30,数字媒体艺术,2,563,B-03687
B,美术与设计类,6130,西安理工大学,27,动画,2,563,B-03623
Cb,音乐类音乐表演声乐方向,3246,南京航空航天大学,45,音乐表演,6,563,Cb00211
Ea,表(导)演类戏剧影视表演方向,1102,北京城市学院,3,表演（影视表演）,1,563,Ea00255
Ea,表(导)演类戏剧影视表演方向,5105,四川传媒学院,3,表演,5,563,Ea00254
B,美术与设计类,16,浙江财经大学,36,美术学,26,562,B-03859
B,美术与设计类,1223,天津科技大学,24,动画,3,562,B-03799
B,美术与设计类,1235,天津外国语大学,30,动画,2,562,B-03870
B,美术与设计类,2163,鲁迅美术学院,17,影视摄影与制作,1,562,B-03777
B,美术与设计类,3222,常州大学,2,产品设计,2,562,B-03794
B,美术与设计类,3425,安徽师范大学,25,视觉传达设计,1,562,B-03779
B,美术与设计类,3425,安徽师范大学,28,动画,3,562,B-03850
B,美术与设计类,3607,江西财经大学,2,产品设计,2,562,B-03880
B,美术与设计类,3705,济南大学,22,视觉传达设计,3,562,B-03750
B,美术与设计类,4330,湖南科技大学,5,视觉传达设计,1,562,B-03756
B,美术与设计类,4433,汕头大学,19,环境设计,3,562,B-03763
B,美术与设计类,4433,汕头大学,21,公共艺术,3,562,B-03789
B,美术与设计类,5137,四川音乐学院,19,数字媒体艺术,4,562,B-03800
B,美术与设计类,6130,西安理工大学,25,设计学类,3,562,B-03759
B,美术与设计类,6132,西安美术学院,14,服装与服饰设计,3,562,B-03762
Cc,音乐类音乐教育器乐主项,3511,福建师范大学,13,音乐学(师范),3,562,Cc00210
B,美术与设计类,16,浙江财经大学,34,环境设计,52,561,B-03969
B,美术与设计类,3627,江西师范大学,4,动画,2,561,B-03993
B,美术与设计类,3642,景德镇陶瓷大学,22,艺术设计学,1,561,B-03927
B,美术与设计类,3649,南昌航空大学,5,视觉传达设计,2,561,B-03997
B,美术与设计类,3735,山东工艺美术学院,9,数字媒体艺术,3,561,B-03946
B,美术与设计类,4021,湖北美术学院,19,美术教育,2,561,B-03970
B,美术与设计类,4070,武汉纺织大学,1,动画,2,561,B-03907
B,美术与设计类,4305,长沙理工大学,1,环境设计,2,561,B-03971
B,美术与设计类,4330,湖南科技大学,1,美术学,1,561,B-04006
B,美术与设计类,4518,广西艺术学院,10,动画,1,561,B-03999
Cd,音乐类音乐教育声乐主项,3511,福建师范大学,14,音乐学(师范),3,561,Cd00213
M,书法类,3145,上海师范大学,10,书法学(师范),6,561,M-00032
B,美术与设计类,8,浙江理工大学,36,数字媒体艺术(中外合作办学)（中法合作）,60,560,B-04035
B,美术与设计类,11,浙江农林大学,24,环境设计（园林艺术设计）,94,560,B-04038
B,美术与设计类,11,浙江农林大学,40,服装与服饰设计,18,560,B-04056
B,美术与设计类,3425,安徽师范大学,27,工艺美术,1,560,B-04049
B,美术与设计类,3627,江西师范大学,8,产品设计,1,560,B-04028
B,美术与设计类,4339,湖南工商大学,12,视觉传达设计,1,560,B-04080
B,美术与设计类,5137,四川音乐学院,16,动画,4,560,B-04048
B,美术与设计类,6128,西安科技大学,19,设计学类,2,560,B-04093
Ca,音乐类音乐表演器乐方向,2124,东北大学,24,音乐表演（钢琴）,1,560,Ca00254
Ea,表(导)演类戏剧影视表演方向,3771,青岛电影学院,3,表演,3,560,Ea00272
Ea,表(导)演类戏剧影视表演方向,4112,武汉传媒学院,5,表演,3,560,Ea00275
B,美术与设计类,8,浙江理工大学,35,服装与服饰设计(中外合作办学)（中法合作）,20,559,B-04178
B,美术与设计类,13,中国计量大学,41,环境设计,90,559,B-04162
B,美术与设计类,24,温州大学,27,环境设计,11,559,B-04181
B,美术与设计类,2151,沈阳建筑大学,24,动画,1,559,B-04247
B,美术与设计类,3103,上海视觉艺术学院,8,数字媒体艺术,5,559,B-04210
B,美术与设计类,3159,上海应用技术大学,13,绘画,2,559,B-04150
B,美术与设计类,3276,南通大学,21,环境设计,3,559,B-04243
B,美术与设计类,3607,江西财经大学,1,环境设计,2,559,B-04265
B,美术与设计类,3642,景德镇陶瓷大学,15,工艺美术,3,559,B-04173
B,美术与设计类,4021,湖北美术学院,13,服装与服饰设计,4,559,B-04166
B,美术与设计类,4061,武汉轻工大学,13,设计学类,5,559,B-04274
B,美术与设计类,4099,江汉大学,4,设计学类,2,559,B-04209
B,美术与设计类,4330,湖南科技大学,4,绘画,1,559,B-04155
B,美术与设计类,5333,云南艺术学院,31,数字媒体艺术,2,559,B-04275
G,播音与主持类,1102,北京城市学院,6,播音与主持艺术,1,559,G-00331
B,美术与设计类,18,浙大城市学院,36,视觉传达设计,50,558,B-04311
B,美术与设计类,22,绍兴文理学院,42,美术学(师范),30,558,B-04431
B,美术与设计类,3144,上海商学院,1,视觉传达设计,6,558,B-04418
B,美术与设计类,3222,常州大学,1,美术学,3,558,B-04315
B,美术与设计类,3222,常州大学,7,环境设计（室内设计）,3,558,B-04406
B,美术与设计类,3425,安徽师范大学,26,环境设计,1,558,B-04300
B,美术与设计类,3619,江西科技师范大学,39,数字媒体艺术（泰豪）,3,558,B-04366
B,美术与设计类,3627,江西师范大学,5,绘画,3,558,B-04298
B,美术与设计类,3649,南昌航空大学,6,动画,2,558,B-04286
B,美术与设计类,3735,山东工艺美术学院,8,动画,2,558,B-04316
B,美术与设计类,4070,武汉纺织大学,22,服装与服饰设计(中外合作办学),2,558,B-04353
B,美术与设计类,4099,江汉大学,2,美术学(师范),1,558,B-04321
B,美术与设计类,4330,湖南科技大学,6,产品设计,2,558,B-04411
B,美术与设计类,4366,中南林业科技大学,1,视觉传达设计,2,558,B-04400
B,美术与设计类,5027,重庆师范大学,24,绘画,6,558,B-04333
B,美术与设计类,5137,四川音乐学院,15,戏剧影视美术设计,2,558,B-04301
B,美术与设计类,6130,西安理工大学,26,美术学类,2,558,B-04438
B,美术与设计类,6132,西安美术学院,16,影视摄影与制作,2,558,B-04308
G,播音与主持类,3314,南京传媒学院,1,播音与主持艺术,42,558,G-00340
M,书法类,6132,西安美术学院,7,书法学,3,558,M-00036
B,美术与设计类,24,温州大学,28,服装与服饰设计（服装设计、服装展示设计、鞋靴设计）,49,557,B-04590
B,美术与设计类,27,浙江传媒学院,13,服装与服饰设计,11,557,B-04470
B,美术与设计类,1223,天津科技大学,23,环境设计,3,557,B-04507
B,美术与设计类,1329,华北理工大学,21,公共艺术,1,557,B-04622
B,美术与设计类,3276,南通大学,14,服装与服饰设计,3,557,B-04468
B,美术与设计类,3627,江西师范大学,7,环境设计,1,557,B-04621
B,美术与设计类,3705,济南大学,21,环境设计,3,557,B-04537
B,美术与设计类,3767,山东艺术学院,15,动画,3,557,B-04595
B,美术与设计类,4021,湖北美术学院,11,环境设计,4,557,B-04451
B,美术与设计类,4021,湖北美术学院,22,动画(中外合作办学),7,557,B-04543
B,美术与设计类,4513,广西师范大学,6,美术学(师范),3,557,B-04469
B,美术与设计类,5137,四川音乐学院,22,视觉传达设计,4,557,B-04478
B,美术与设计类,6105,陕西科技大学,20,设计学类,8,557,B-04499
D,舞蹈类,1149,首都师范大学,13,舞蹈学,1,557,D-00017
D,舞蹈类,3145,上海师范大学,5,舞蹈学(师范),3,557,D-00019
Ea,表(导)演类戏剧影视表演方向,5121,成都锦城学院,3,表演,2,557,Ea00315
B,美术与设计类,16,浙江财经大学,35,摄影,50,556,B-04634
B,美术与设计类,1329,华北理工大学,19,视觉传达设计,4,556,B-04633
B,美术与设计类,3114,上海电机学院,5,产品设计,3,556,B-04737
B,美术与设计类,3222,常州大学,6,环境设计（景观设计）,2,556,B-04654
B,美术与设计类,3242,南京工程学院,32,动画,3,556,B-04728
B,美术与设计类,3622,江西理工大学,1,设计学类,4,556,B-04643
B,美术与设计类,3649,南昌航空大学,4,环境设计,2,556,B-04707
B,美术与设计类,3748,山东师范大学,25,美术学(中外合作办学)(师范),2,556,B-04729
B,美术与设计类,4011,湖北大学,12,数字媒体艺术(中外合作办学),3,556,B-04750
B,美术与设计类,4021,湖北美术学院,9,影视摄影与制作,1,556,B-04658
B,美术与设计类,4099,江汉大学,1,美术学类,2,556,B-04725
B,美术与设计类,4333,湖南理工学院,18,视觉传达设计,2,556,B-04668
B,美术与设计类,4339,湖南工商大学,13,环境设计,1,556,B-04716
B,美术与设计类,5137,四川音乐学院,24,艺术与科技,2,556,B-04762
Eb,表(导)演类服装表演方向,4425,华南农业大学,51,表演,3,556,Eb00018
G,播音与主持类,1420,山西传媒学院,4,播音与主持艺术,6,556,G-00359
G,播音与主持类,2160,沈阳音乐学院,35,播音与主持艺术,2,556,G-00352
B,美术与设计类,25,浙江外国语学院,36,美术学(师范),51,555,B-04790
B,美术与设计类,1110,北京服装学院,9,中国画,2,555,B-04844
B,美术与设计类,3266,南京晓庄学院,4,美术学(师范),2,555,B-04915
Ca,音乐类音乐表演器乐方向,4236,郑州大学,18,音乐表演（钢琴）,1,555,Ca00315
D,舞蹈类,4342,湖南师范大学,20,舞蹈学,1,555,D-00020
G,播音与主持类,5333,云南艺术学院,19,播音与主持艺术,2,555,G-00369
B,美术与设计类,15,浙江科技大学,24,设计学类,290,554,B-04921
B,美术与设计类,17,嘉兴大学,36,数字媒体艺术,68,554,B-05019
B,美术与设计类,1329,华北理工大学,18,产品设计,2,554,B-05037
B,美术与设计类,1329,华北理工大学,20,环境设计,3,554,B-05067
B,美术与设计类,1418,中北大学,32,视觉传达设计,3,554,B-05092
B,美术与设计类,2323,黑龙江大学,22,视觉传达设计,4,554,B-05020
B,美术与设计类,3144,上海商学院,2,服装与服饰设计,6,554,B-05079
B,美术与设计类,3268,无锡学院,23,数字媒体艺术,2,554,B-05025
B,美术与设计类,3619,江西科技师范大学,28,美术学(师范),2,554,B-04995
B,美术与设计类,3642,景德镇陶瓷大学,16,实验艺术,1,554,B-04966
B,美术与设计类,3642,景德镇陶瓷大学,19,公共艺术,2,554,B-04942
B,美术与设计类,3746,齐鲁工业大学,1,设计学类,2,554,B-04999
B,美术与设计类,4029,湖北师范大学,1,设计学类,7,554,B-04984
B,美术与设计类,4070,武汉纺织大学,19,视觉传达设计(中外合作办学),2,554,B-04981
B,美术与设计类,4366,中南林业科技大学,3,产品设计,4,554,B-05050
Ea,表(导)演类戏剧影视表演方向,4038,武汉设计工程学院,6,表演,3,554,Ea00352
Ea,表(导)演类戏剧影视表演方向,5138,四川文化艺术学院,4,表演,2,554,Ea00356
G,播音与主持类,5105,四川传媒学院,6,播音与主持艺术,9,554,G-00375
M,书法类,20,杭州师范大学,56,书法学,13,554,M-00042
B,美术与设计类,18,浙大城市学院,37,环境设计,75,553,B-05157
B,美术与设计类,25,浙江外国语学院,37,艺术与科技,43,553,B-05187
B,美术与设计类,2107,大连工业大学,15,设计学类,5,553,B-05109
B,美术与设计类,2315,哈尔滨师范大学,3,美术学(师范),9,553,B-05250
B,美术与设计类,3603,赣南师范大学,32,美术学(师范),5,553,B-05161
B,美术与设计类,3603,赣南师范大学,33,数字媒体艺术,4,553,B-05219
B,美术与设计类,3627,江西师范大学,6,视觉传达设计(中外合作办学),3,553,B-05251
B,美术与设计类,3725,曲阜师范大学,1,美术学(师范),5,553,B-05204
B,美术与设计类,3735,山东工艺美术学院,10,戏剧影视美术设计（妆扮方向）,2,553,B-05125
